gene_callers_id	source	accession	function	e_value
85	GENBANK_LOCUS_TAG	SAUSA300_RS00490	SAUSA300_RS00490	0
86	prodigal	WP_001793250.1	LysR family transcriptional regulator	0
86	GENBANK_LOCUS_TAG	SAUSA300_RS00495	SAUSA300_RS00495	0
87	GENBANK_LOCUS_TAG	SAUSA300_RS00500	SAUSA300_RS00500	0
88	prodigal	WP_000080557.1	DEAD/DEAH box helicase	0
88	GENBANK_LOCUS_TAG	SAUSA300_RS00505	SAUSA300_RS00505	0
89	GENBANK_LOCUS_TAG	SAUSA300_RS00510	SAUSA300_RS00510	0
90	prodigal	WP_000710576.1	phosphatidylinositol-specific phospholipase C	0
90	GENBANK_LOCUS_TAG	SAUSA300_RS00515	SAUSA300_RS00515	0
91	prodigal	WP_000977774.1	tandem-type lipoprotein	0
91	GENBANK_LOCUS_TAG	SAUSA300_RS00520	SAUSA300_RS00520	0
92	prodigal	WP_000597212.1	tandem-type lipoprotein	0
92	GENBANK_LOCUS_TAG	SAUSA300_RS00525	SAUSA300_RS00525	0
93	prodigal	WP_000977781.1	tandem-type lipoprotein	0
93	GENBANK_LOCUS_TAG	SAUSA300_RS00530	SAUSA300_RS00530	0
94	prodigal	WP_031857449.1	tandem-type lipoprotein	0
94	GENBANK_LOCUS_TAG	SAUSA300_RS00535	SAUSA300_RS00535	0
95	prodigal	WP_001188495.1	transcriptional regulator AryK (aryK)	0
95	GENBANK_LOCUS_TAG	SAUSA300_RS00540	SAUSA300_RS00540	0
96	prodigal	WP_001075826.1	M20 family metallopeptidase	0
96	GENBANK_LOCUS_TAG	SAUSA300_RS00545	SAUSA300_RS00545	0
97	prodigal	WP_001006445.1	multidrug efflux MFS transporter NorC (norC)	0
97	GENBANK_LOCUS_TAG	SAUSA300_RS00550	SAUSA300_RS00550	0
98	prodigal	WP_001791835.1	Na/Pi cotransporter family protein	0
98	GENBANK_LOCUS_TAG	SAUSA300_RS00555	SAUSA300_RS00555	0
99	prodigal	WP_000291842.1	oleate hydratase	0
99	GENBANK_LOCUS_TAG	SAUSA300_RS00560	SAUSA300_RS00560	0
100	prodigal	WP_001038026.1	DMT family transporter	0
100	GENBANK_LOCUS_TAG	SAUSA300_RS00565	SAUSA300_RS00565	0
101	prodigal	WP_001151814.1	PLP-dependent aminotransferase family protein	0
101	GENBANK_LOCUS_TAG	SAUSA300_RS00570	SAUSA300_RS00570	0
102	prodigal	WP_000036327.1	DUF1648 domain-containing protein	0
102	GENBANK_LOCUS_TAG	SAUSA300_RS00575	SAUSA300_RS00575	0
103	prodigal	WP_000173902.1	L-lactate permease	0
103	GENBANK_LOCUS_TAG	SAUSA300_RS00580	SAUSA300_RS00580	0
104	prodigal	WP_000728763.1	staphylococcal protein A (spa)	0
104	GENBANK_LOCUS_TAG	SAUSA300_RS00585	SAUSA300_RS00585	0
105	prodigal	WP_000876756.1	HTH-type transcriptional regulator SarS (sarS)	0
105	GENBANK_LOCUS_TAG	SAUSA300_RS00590	SAUSA300_RS00590	0
106	prodigal	WP_000136636.1	staphyloferrin B ABC transporter permease subunit SirC (sirC)	0
106	GENBANK_LOCUS_TAG	SAUSA300_RS00595	SAUSA300_RS00595	0
107	prodigal	WP_000924997.1	staphyloferrin B ABC transporter permease subunit SirB (sirB)	0
107	GENBANK_LOCUS_TAG	SAUSA300_RS00600	SAUSA300_RS00600	0
108	prodigal	WP_001045111.1	staphyloferrin B ABC transporter substrate-binding protein SirA (sirA)	0
108	GENBANK_LOCUS_TAG	SAUSA300_RS00605	SAUSA300_RS00605	0
109	prodigal	WP_000570808.1	2,3-diaminopropionate biosynthesis protein SbnA (sbnA)	0
109	GENBANK_LOCUS_TAG	SAUSA300_RS00610	SAUSA300_RS00610	0
110	prodigal	WP_001078456.1	N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase SbnB (sbnB)	0
110	GENBANK_LOCUS_TAG	SAUSA300_RS00615	SAUSA300_RS00615	0
111	prodigal	WP_001179384.1	staphyloferrin B biosynthesis protein SbnC (sbnC)	0
111	GENBANK_LOCUS_TAG	SAUSA300_RS00620	SAUSA300_RS00620	0
112	prodigal	WP_000610051.1	staphyloferrin B export MFS transporter (sbnD)	0
112	GENBANK_LOCUS_TAG	SAUSA300_RS00625	SAUSA300_RS00625	0
113	prodigal	WP_001179888.1	L-2,3-diaminopropanoate--citrate ligase SbnE (sbnE)	0
113	GENBANK_LOCUS_TAG	SAUSA300_RS00630	SAUSA300_RS00630	0
114	prodigal	WP_001795559.1	3-(L-alanin-3-ylcarbamoyl)-2-[(2- aminoethylcarbamoyl)methyl]-2-hydroxypropanoate synthase SbnF (sbnF)	0
114	GENBANK_LOCUS_TAG	SAUSA300_RS00635	SAUSA300_RS00635	0
115	prodigal	WP_001186806.1	staphyloferrin B biosynthesis citrate synthase SbnG (sbnG)	0
115	GENBANK_LOCUS_TAG	SAUSA300_RS00640	SAUSA300_RS00640	0
116	prodigal	WP_001223700.1	staphyloferrin B biosynthesis decarboxylase SbnH (sbnH)	0
116	GENBANK_LOCUS_TAG	SAUSA300_RS00645	SAUSA300_RS00645	0
117	prodigal	WP_001015549.1	bifunctional transcriptional regulator/O-phospho-L-serine synthase SbnI (sbnI)	0
117	GENBANK_LOCUS_TAG	SAUSA300_RS00650	SAUSA300_RS00650	0
118	GENBANK_LOCUS_TAG	SAUSA300_RS00660	SAUSA300_RS00660	0
119	prodigal	WP_000414628.1	MFS transporter	0
119	GENBANK_LOCUS_TAG	SAUSA300_RS00665	SAUSA300_RS00665	0
120	prodigal	WP_000183771.1	(S)-acetoin forming diacetyl reductase	0
120	GENBANK_LOCUS_TAG	SAUSA300_RS00670	SAUSA300_RS00670	0
121	GENBANK_LOCUS_TAG	SAUSA300_RS00675	SAUSA300_RS00675	0
122	prodigal	WP_001789408.1	NAD-dependent epimerase/dehydratase family protein	0
122	GENBANK_LOCUS_TAG	SAUSA300_RS00680	SAUSA300_RS00680	0
123	prodigal	WP_000736084.1	sugar transferase	0
123	GENBANK_LOCUS_TAG	SAUSA300_RS00685	SAUSA300_RS00685	0
124	prodigal	WP_000692515.1	glycosyltransferase family 4 protein	0
124	GENBANK_LOCUS_TAG	SAUSA300_RS00690	SAUSA300_RS00690	0
125	prodigal	WP_000431234.1	O-antigen ligase family protein	0
125	GENBANK_LOCUS_TAG	SAUSA300_RS00695	SAUSA300_RS00695	0
126	prodigal	WP_000834084.1	oligosaccharide flippase family protein	0
126	GENBANK_LOCUS_TAG	SAUSA300_RS00700	SAUSA300_RS00700	0
127	prodigal	WP_000874681.1	superoxide dismutase	0
127	GENBANK_LOCUS_TAG	SAUSA300_RS00705	SAUSA300_RS00705	0
128	prodigal	WP_223181133.1	LPXTG cell wall anchor domain-containing protein	0
128	GENBANK_LOCUS_TAG	SAUSA300_RS15960	SAUSA300_RS15960	0
129	prodigal	WP_001789411.1	GntR family transcriptional regulator	0
129	GENBANK_LOCUS_TAG	SAUSA300_RS00715	SAUSA300_RS00715	0
130	prodigal	WP_000843292.1	purine-nucleoside phosphorylase (deoD)	0
130	GENBANK_LOCUS_TAG	SAUSA300_RS00725	SAUSA300_RS00725	0
131	prodigal	WP_001100300.1	tetracycline efflux MFS transporter Tet(38) (tet(38))	0
131	GENBANK_LOCUS_TAG	SAUSA300_RS00730	SAUSA300_RS00730	0
132	prodigal	WP_000667275.1	deoxyribose-phosphate aldolase (deoC)	0
132	GENBANK_LOCUS_TAG	SAUSA300_RS00735	SAUSA300_RS00735	0
133	prodigal	WP_000197806.1	phosphopentomutase (deoB)	0
133	GENBANK_LOCUS_TAG	SAUSA300_RS00740	SAUSA300_RS00740	0
134	prodigal	WP_000191092.1	phosphonate ABC transporter, permease protein PhnE (phnE)	0
134	GENBANK_LOCUS_TAG	SAUSA300_RS00745	SAUSA300_RS00745	0
135	prodigal	WP_001127689.1	phosphonate ABC transporter, permease protein PhnE (phnE)	0
135	GENBANK_LOCUS_TAG	SAUSA300_RS00750	SAUSA300_RS00750	0
136	prodigal	WP_000078092.1	phosphonate ABC transporter ATP-binding protein (phnC)	0
136	GENBANK_LOCUS_TAG	SAUSA300_RS00755	SAUSA300_RS00755	0
137	prodigal	WP_000787672.1	phosphate/phosphite/phosphonate ABC transporter substrate-binding protein	0
137	GENBANK_LOCUS_TAG	SAUSA300_RS00760	SAUSA300_RS00760	0
138	GENBANK_LOCUS_TAG	SAUSA300_RS00765	SAUSA300_RS00765	0
139	prodigal	WP_000065035.1	bifunctional metallophosphatase/5'-nucleotidase	0
139	GENBANK_LOCUS_TAG	SAUSA300_RS00770	SAUSA300_RS00770	0
140	GENBANK_LOCUS_TAG	SAUSA300_RS00790	SAUSA300_RS00790	0
141	prodigal	WP_000955777.1	bifunctional acetaldehyde-CoA/alcohol dehydrogenase (adhE)	0
141	GENBANK_LOCUS_TAG	SAUSA300_RS00800	SAUSA300_RS00800	0
142	prodigal	WP_000446299.1	capsular polysaccharide type 5/8 biosynthesis protein CapA (capA)	0
142	GENBANK_LOCUS_TAG	SAUSA300_RS00805	SAUSA300_RS00805	0
143	prodigal	WP_000037332.1	type 8 capsular polysaccharide synthesis protein Cap8B (cap8B)	0
143	GENBANK_LOCUS_TAG	SAUSA300_RS00810	SAUSA300_RS00810	0
144	prodigal	WP_000565302.1	type 8 capsular polysaccharide synthesis protein Cap8C (cap8C)	0
144	GENBANK_LOCUS_TAG	SAUSA300_RS00815	SAUSA300_RS00815	0
145	prodigal	WP_000459057.1	type 8 capsular polysaccharide synthesis protein Cap8E (cap8E)	0
145	GENBANK_LOCUS_TAG	SAUSA300_RS00825	SAUSA300_RS00825	0
146	prodigal	WP_001028293.1	type 8 capsular polysaccharide synthesis protein Cap8F (cap8F)	0
146	GENBANK_LOCUS_TAG	SAUSA300_RS00830	SAUSA300_RS00830	0
147	prodigal	WP_000413173.1	type 8 capsular polysaccharide synthesis protein Cap8G (cap8G)	0
147	GENBANK_LOCUS_TAG	SAUSA300_RS00835	SAUSA300_RS00835	0
148	prodigal	WP_001216898.1	CatB-related O-acetyltransferase	0
148	GENBANK_LOCUS_TAG	SAUSA300_RS00840	SAUSA300_RS00840	0
149	prodigal	WP_001221638.1	glycosyltransferase	0
149	GENBANK_LOCUS_TAG	SAUSA300_RS00845	SAUSA300_RS00845	0
150	prodigal	WP_000668180.1	O-antigen ligase family protein	0
150	GENBANK_LOCUS_TAG	SAUSA300_RS00850	SAUSA300_RS00850	0
151	prodigal	WP_001085819.1	capsular polysaccharide biosynthesis protein	0
151	GENBANK_LOCUS_TAG	SAUSA300_RS00855	SAUSA300_RS00855	0
152	prodigal	WP_001291022.1	type 8 capsular polysaccharide synthesis protein Cap8L (cap8L)	0
152	GENBANK_LOCUS_TAG	SAUSA300_RS00860	SAUSA300_RS00860	0
153	prodigal	WP_000825098.1	type 8 capsular polysaccharide synthesis protein Cap8M (cap8M)	0
153	GENBANK_LOCUS_TAG	SAUSA300_RS00865	SAUSA300_RS00865	0
154	prodigal	WP_001230670.1	capsular polysaccharide type 5/8 biosynthesis epimerase CapN (capN)	0
154	GENBANK_LOCUS_TAG	SAUSA300_RS00870	SAUSA300_RS00870	0
155	prodigal	WP_000779497.1	type 8 capsular polysaccharide synthesis protein Cap8O (cap8O)	0
155	GENBANK_LOCUS_TAG	SAUSA300_RS00875	SAUSA300_RS00875	0
156	prodigal	WP_000723454.1	type 8 capsular polysaccharide synthesis protein Cap8P (cap8P)	0
156	GENBANK_LOCUS_TAG	SAUSA300_RS00880	SAUSA300_RS00880	0
157	prodigal	WP_000480603.1	staphylobilin-forming heme oxygenase IsdI (isdI)	0
157	GENBANK_LOCUS_TAG	SAUSA300_RS00885	SAUSA300_RS00885	0
158	prodigal	WP_001237004.1	YbaN family protein	0
158	GENBANK_LOCUS_TAG	SAUSA300_RS00890	SAUSA300_RS00890	0
159	prodigal	WP_000290400.1	aldehyde dehydrogenase family protein	0
159	GENBANK_LOCUS_TAG	SAUSA300_RS00895	SAUSA300_RS00895	0
160	prodigal	WP_001013484.1	cation diffusion facilitator family transporter	0
160	GENBANK_LOCUS_TAG	SAUSA300_RS00900	SAUSA300_RS00900	0
161	GENBANK_LOCUS_TAG	SAUSA300_RS00905	SAUSA300_RS00905	0
162	prodigal	WP_000171919.1	DUF4242 domain-containing protein	0
162	GENBANK_LOCUS_TAG	SAUSA300_RS00910	SAUSA300_RS00910	0
163	prodigal	WP_000590850.1	ABC transporter ATP-binding protein	0
163	GENBANK_LOCUS_TAG	SAUSA300_RS00915	SAUSA300_RS00915	0
164	prodigal	WP_000826685.1	ABC transporter substrate-binding protein	0
164	GENBANK_LOCUS_TAG	SAUSA300_RS00920	SAUSA300_RS00920	0
165	prodigal	WP_000197958.1	ABC transporter permease	0
165	GENBANK_LOCUS_TAG	SAUSA300_RS00925	SAUSA300_RS00925	0
166	prodigal	WP_000171648.1	acyl-CoA/acyl-ACP dehydrogenase	0
166	GENBANK_LOCUS_TAG	SAUSA300_RS00930	SAUSA300_RS00930	0
167	prodigal	WP_001092004.1	DUF2294 domain-containing protein	0
167	GENBANK_LOCUS_TAG	SAUSA300_RS00935	SAUSA300_RS00935	0
168	prodigal	WP_000706137.1	NAD-dependent formate dehydrogenase	0
168	GENBANK_LOCUS_TAG	SAUSA300_RS00940	SAUSA300_RS00940	0
169	prodigal	WP_000826862.1	MDR family MFS transporter	0
169	GENBANK_LOCUS_TAG	SAUSA300_RS00945	SAUSA300_RS00945	0
170	prodigal	WP_000605282.1	aureusimine non-ribosomal peptide synthetase AusA (ausA)	0
170	GENBANK_LOCUS_TAG	SAUSA300_RS00950	SAUSA300_RS00950	0
171	prodigal	WP_000215724.1	aureusimine biosynthesis 4'-phosphopantetheinyl transferase AusB (ausB)	0
171	GENBANK_LOCUS_TAG	SAUSA300_RS00955	SAUSA300_RS00955	0
172	prodigal	WP_001802886.1	YagU family protein	0
172	GENBANK_LOCUS_TAG	SAUSA300_RS00960	SAUSA300_RS00960	0
173	prodigal	WP_000668894.1	acetylglutamate kinase (argB)	0
173	GENBANK_LOCUS_TAG	SAUSA300_RS00965	SAUSA300_RS00965	0
174	prodigal	WP_000682611.1	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ (argJ)	0
174	GENBANK_LOCUS_TAG	SAUSA300_RS00970	SAUSA300_RS00970	0
175	prodigal	WP_000598483.1	N-acetyl-gamma-glutamyl-phosphate reductase (argC)	0
175	GENBANK_LOCUS_TAG	SAUSA300_RS00975	SAUSA300_RS00975	0
176	prodigal	WP_001084436.1	ornithine--oxo-acid transaminase (rocD)	0
176	GENBANK_LOCUS_TAG	SAUSA300_RS00980	SAUSA300_RS00980	0
177	prodigal	WP_000728173.1	branched-chain amino acid transport system II carrier protein BrnQ1 (brnQ1)	0
177	GENBANK_LOCUS_TAG	SAUSA300_RS00985	SAUSA300_RS00985	0
178	prodigal	WP_000606890.1	isochorismatase family protein	0
178	GENBANK_LOCUS_TAG	SAUSA300_RS00990	SAUSA300_RS00990	0
179	prodigal	WP_000813555.1	alpha-keto acid decarboxylase family protein	0
179	GENBANK_LOCUS_TAG	SAUSA300_RS00995	SAUSA300_RS00995	0
